Messe;Halle;Sektor;Standnummer;Kunde;Kommission;Auftragsmenge;Kurztext;Interner Text;Artikel-Nr.;Liefertermin (Möbel);Uhrzeit Lieferung;Kontakt vor Ort;Obergruppe;Verantwortlich;Nummer;Veranstaltungsbeginn;Datum;Person/Zeichen;Auftragsart
infotage FACHDENTAL Leipzig 2026;02;;A20;Helmut Zepf Medizintechnik GmbH, Seitingen-Oberflacht;;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;für Platte 70 rund weiß;2057;;;;Möbel;Susanne Mameghani;550912;27.02.2026;19.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A20;Helmut Zepf Medizintechnik GmbH, Seitingen-Oberflacht;;1,00;NINO 70 Tischplatte rund weiß;für Stehtischgestell chrom;2061;;;;Möbel;Susanne Mameghani;550912;27.02.2026;19.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A20;Helmut Zepf Medizintechnik GmbH, Seitingen-Oberflacht;;2,00;Barhocker ZETT schwarz;in Stehgruppe;1003;;;;Möbel;Susanne Mameghani;550912;27.02.2026;19.01.2026;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;A20;Fairnet GmbH, Leipzig;Parco Pack;1,00;Thekenschrank PURO COUNTER, weiß;mit MR Grafik;1388;;;;Möbel;Melanie Eiblmeier;551789;10.06.2026;16.01.2026;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;A20;Fairnet GmbH, Leipzig;Parco Pack;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Melanie Eiblmeier;551789;10.06.2026;16.01.2026;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;A20;Fairnet GmbH, Leipzig;Parco Pack;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Melanie Eiblmeier;551789;10.06.2026;16.01.2026;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;A20;Fairnet GmbH, Leipzig;Parco Pack;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Melanie Eiblmeier;551789;10.06.2026;16.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A22;Landesmesse Stuttgart GmbH & Co. KG, Stuttgart;Olident;1,00;Thekenschrank PURO COUNTER, weiß;mit MR Grafik;1388;;;;Möbel;Susanne Mameghani;551590;27.02.2026;11.12.2025;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A22;Landesmesse Stuttgart GmbH & Co. KG, Stuttgart;Olident;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;für Platte 70x70cm weiß;2057;;;;Möbel;Susanne Mameghani;551590;27.02.2026;11.12.2025;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A22;Landesmesse Stuttgart GmbH & Co. KG, Stuttgart;Olident;1,00;ENNO 70x70 Tischplatte weiß;für Stehtisch;2062;;;;Möbel;Susanne Mameghani;551590;27.02.2026;11.12.2025;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A22;Landesmesse Stuttgart GmbH & Co. KG, Stuttgart;Olident;2,00;Barhocker KUADRA BAR weiß;;1540;;;;Möbel;Susanne Mameghani;551590;27.02.2026;11.12.2025;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A29;Chemische Fabrik Dr. Weigert GmbH & Co. KG, Hamburg;Dr. Weigert  3x2 Ecke;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;für Platte 70 rund weiß;2057;;;;Möbel;Susanne Mameghani;549010;27.02.2026;13.01.2026;Nicole Dollmann;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A29;Chemische Fabrik Dr. Weigert GmbH & Co. KG, Hamburg;Dr. Weigert  3x2 Ecke;1,00;NINO 70 Tischplatte rund weiß;für Stehtischgestell chrom;2061;;;;Möbel;Susanne Mameghani;549010;27.02.2026;13.01.2026;Nicole Dollmann;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A29;Chemische Fabrik Dr. Weigert GmbH & Co. KG, Hamburg;Dr. Weigert  3x2 Ecke;2,00;Barhocker ZETT schwarz;in Stehgruppe;1003;;;;Möbel;Susanne Mameghani;549010;27.02.2026;13.01.2026;Nicole Dollmann;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A29;Chemische Fabrik Dr. Weigert GmbH & Co. KG, Hamburg;Dr. Weigert  3x2 Ecke;1,00;Barhocker ZETT schwarz;;1003;;;;Möbel;Susanne Mameghani;549010;27.02.2026;13.01.2026;Nicole Dollmann;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A29;Chemische Fabrik Dr. Weigert GmbH & Co. KG, Hamburg;Dr. Weigert  3x2 Ecke;1,00;Prospektständer LEGIO 30;;1154;;;;Möbel;Susanne Mameghani;549010;27.02.2026;13.01.2026;Nicole Dollmann;Standbau
infotage FACHDENTAL Leipzig 2026;02;;A29;Chemische Fabrik Dr. Weigert GmbH & Co. KG, Hamburg;Dr. Weigert  3x2 Ecke;1,00;Bartheke OCTA BAR;mit Schiebetüren;1283;;;;Möbel;Susanne Mameghani;549010;27.02.2026;13.01.2026;Nicole Dollmann;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B01;American Dental Systems GmbH, Vaterstetten;;3,00;Tischvitrine VITREO CAB 102 silber;;1505;;;;Möbel;Sophia Kistler;551619;27.02.2026;14.01.2026;Sophia Kistler;Möbel
infotage FACHDENTAL Leipzig 2026;02;;B01;American Dental Systems GmbH, Vaterstetten;;2,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Sophia Kistler;551619;27.02.2026;14.01.2026;Sophia Kistler;Möbel
Cosmetic Business 2026, MOC;02;;B22;Fairnet GmbH, Leipzig;Papierwerk Landshut ;1,00;Kühlschrank COOL M (140);weiß/grau;1100;;;;Möbel;Angelo Schmidbauer;551598;10.06.2026;10.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B22;Fairnet GmbH, Leipzig;Papierwerk Landshut ;1,00;LEVANTE 170x60 Platte weiß;für Stehtisch;2075;;;;Möbel;Angelo Schmidbauer;551598;10.06.2026;10.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B22;Fairnet GmbH, Leipzig;Papierwerk Landshut ;2,00;LEVANTE HIGH Fuß Höhe 110cm weiß;;2072;;;;Möbel;Angelo Schmidbauer;551598;10.06.2026;10.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B22;Fairnet GmbH, Leipzig;Papierwerk Landshut ;1,00;Bartheke PURO BAR LIGHT;;1325;;;;Möbel;Angelo Schmidbauer;551598;10.06.2026;10.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B22;Fairnet GmbH, Leipzig;Papierwerk Landshut ;8,00;Barhocker LEM weiß;;1022;;;;Möbel;Angelo Schmidbauer;551598;10.06.2026;10.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B22;Fairnet GmbH, Leipzig;Papierwerk Landshut ;1,00;Infotheke OCTA INFO 108 silber mit Türen;;1362;;;;Möbel;Angelo Schmidbauer;551598;10.06.2026;10.12.2025;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B25;Sigma Dental Systems - EMASDI GmbH, Handewitt;;2,00;Barhocker CATIFA BAR weiß/grau;;1020;;;;Möbel;Sophia Kistler;551512;27.02.2026;14.01.2026;Sophia Kistler;Möbel
infotage FACHDENTAL Leipzig 2026;02;;B25;Sigma Dental Systems - EMASDI GmbH, Handewitt;;1,00;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;2061;;;;Möbel;Sophia Kistler;551512;27.02.2026;14.01.2026;Sophia Kistler;Möbel
infotage FACHDENTAL Leipzig 2026;02;;B25;Sigma Dental Systems - EMASDI GmbH, Handewitt;;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;;2057;;;;Möbel;Sophia Kistler;551512;27.02.2026;14.01.2026;Sophia Kistler;Möbel
infotage FACHDENTAL Leipzig 2026;02;;B25;Sigma Dental Systems - EMASDI GmbH, Handewitt;;2,00;Infotheke OCTA INFO 108 silber mit Türen;;1362;;;;Möbel;Sophia Kistler;551512;27.02.2026;14.01.2026;Sophia Kistler;Möbel
Cosmetic Business 2026, MOC;02;;B25;Fairnet GmbH, Leipzig;Novasol Chemicals ;1,00;Kaffeemaschine NESPRESSO (nur in Riem);;1064;;;;Kaffemaschinen;Angelo Schmidbauer;551524;10.06.2026;08.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B25;Fairnet GmbH, Leipzig;Novasol Chemicals ;1,00;CLASSICO Sideboard weiß/alu;;1382;;;;Möbel;Angelo Schmidbauer;551524;10.06.2026;08.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B25;Fairnet GmbH, Leipzig;Novasol Chemicals ;1,00;CLASSICO Aufsatz für Bartheke;;2025;;;;Möbel;Angelo Schmidbauer;551524;10.06.2026;08.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B25;Fairnet GmbH, Leipzig;Novasol Chemicals ;1,00;Barhocker ZETT weiß;;1004;;;;Möbel;Angelo Schmidbauer;551524;10.06.2026;08.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B25;Fairnet GmbH, Leipzig;Novasol Chemicals ;2,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Angelo Schmidbauer;551524;10.06.2026;08.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B25;Fairnet GmbH, Leipzig;Novasol Chemicals ;2,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Angelo Schmidbauer;551524;10.06.2026;08.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B25;Fairnet GmbH, Leipzig;Novasol Chemicals ;6,00;Stuhl VOLT weiß;;1269;;;;Möbel;Angelo Schmidbauer;551524;10.06.2026;08.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B25;Fairnet GmbH, Leipzig;Novasol Chemicals ;1,00;Prospektständer LEGIO 30;;1154;;;;Möbel;Angelo Schmidbauer;551524;10.06.2026;08.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B25;Fairnet GmbH, Leipzig;Novasol Chemicals ;1,00;PICO Plexihaube;;2096;;;;Möbel;Angelo Schmidbauer;551524;10.06.2026;08.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;B25;Fairnet GmbH, Leipzig;Novasol Chemicals ;1,00;PICO Korpus weiß;;2097;;;;Möbel;Angelo Schmidbauer;551524;10.06.2026;08.12.2025;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B26;Landesmesse Stuttgart GmbH & Co. KG, Stuttgart;Fachpresse+Lounge;6,00;Sessel RONDO weiß;;1262;;;;Möbel;Susanne Mameghani;551839;27.02.2026;22.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B26;Landesmesse Stuttgart GmbH & Co. KG, Stuttgart;Fachpresse+Lounge;2,00;Loungetisch CAPRI TABLE 45 rot;;1399;;;;Möbel;Susanne Mameghani;551839;27.02.2026;22.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B26;Landesmesse Stuttgart GmbH & Co. KG, Stuttgart;Fachpresse+Lounge;1,00;Loungetisch CAPRI TABLE 45 weiß;;1401;;;;Möbel;Susanne Mameghani;551839;27.02.2026;22.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B31;PHARMATECHNIK GmbH & Co. KG, Starnberg;;2,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Sophia Kistler;551962;27.02.2026;15.01.2026;Sophia Kistler;Möbel
infotage FACHDENTAL Leipzig 2026;02;;B31;PHARMATECHNIK GmbH & Co. KG, Starnberg;;1,00;TURIN/UDINE 120x80 Tischplatte weiß;;2082;;;;Möbel;Sophia Kistler;551962;27.02.2026;15.01.2026;Sophia Kistler;Möbel
infotage FACHDENTAL Leipzig 2026;02;;B31;PHARMATECHNIK GmbH & Co. KG, Starnberg;;4,00;TURIN Tisch Fuß;;2026;;;;Möbel;Sophia Kistler;551962;27.02.2026;15.01.2026;Sophia Kistler;Möbel
infotage FACHDENTAL Leipzig 2026;02;;B35;TÜV NORD EnSys GmbH & Co. KG, Hannover;;1,00;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;2061;;;;Möbel;Susanne Mameghani;551401;27.02.2026;19.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B35;TÜV NORD EnSys GmbH & Co. KG, Hannover;;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;;2057;;;;Möbel;Susanne Mameghani;551401;27.02.2026;19.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B35;TÜV NORD EnSys GmbH & Co. KG, Hannover;;3,00;Barhocker KUADRA BAR weiß;;1540;;;;Möbel;Susanne Mameghani;551401;27.02.2026;19.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B35;TÜV NORD EnSys GmbH & Co. KG, Hannover;;1,00;CLASSICO CORNER Sideboard;;1338;;;;Möbel;Susanne Mameghani;551401;27.02.2026;19.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B35;TÜV NORD EnSys GmbH & Co. KG, Hannover;;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Susanne Mameghani;551401;27.02.2026;19.01.2026;Julia Walch;Standbau
infotage FACHDENTAL Leipzig 2026;02;;B35;TÜV NORD EnSys GmbH & Co. KG, Hannover;;1,00;Prospektständer LEGIO 30;;1154;;;;Möbel;Susanne Mameghani;551401;27.02.2026;19.01.2026;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C01;Fairnet GmbH, Leipzig;GfN;1,00;Thekenschrank PURO COUNTER, weiß;Grafik;1388;;;;Möbel;Melanie Eiblmeier;551427;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C01;Fairnet GmbH, Leipzig;GfN;1,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Melanie Eiblmeier;551427;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C01;Fairnet GmbH, Leipzig;GfN;4,00;Stuhl HAY weiß;;1263;;;;Möbel;Melanie Eiblmeier;551427;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C01;Fairnet GmbH, Leipzig;GfN;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Melanie Eiblmeier;551427;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C01;Fairnet GmbH, Leipzig;GfN;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Melanie Eiblmeier;551427;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C01;Fairnet GmbH, Leipzig;GfN;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Melanie Eiblmeier;551427;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C13;Fairnet GmbH, Leipzig;Biesterfeld;1,00;Thekenschrank PURO COUNTER, weiß;Grafik;1388;;;;Möbel;Melanie Eiblmeier;551382;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C13;Fairnet GmbH, Leipzig;Biesterfeld;1,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Melanie Eiblmeier;551382;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C13;Fairnet GmbH, Leipzig;Biesterfeld;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Melanie Eiblmeier;551382;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C13;Fairnet GmbH, Leipzig;Biesterfeld;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Melanie Eiblmeier;551382;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C13;Fairnet GmbH, Leipzig;Biesterfeld;4,00;Stuhl HAY weiß;;1263;;;;Möbel;Melanie Eiblmeier;551382;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;C13;Fairnet GmbH, Leipzig;Biesterfeld;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Melanie Eiblmeier;551382;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D01;Fairnet GmbH, Leipzig;SUMMIT COSMETICS;1,00;Thekenschrank PURO COUNTER, weiß;Grafik;1388;;;;Möbel;Melanie Eiblmeier;551384;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D01;Fairnet GmbH, Leipzig;SUMMIT COSMETICS;1,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Melanie Eiblmeier;551384;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D01;Fairnet GmbH, Leipzig;SUMMIT COSMETICS;4,00;Stuhl HAY weiß;;1263;;;;Möbel;Melanie Eiblmeier;551384;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D01;Fairnet GmbH, Leipzig;SUMMIT COSMETICS;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Melanie Eiblmeier;551384;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D01;Fairnet GmbH, Leipzig;SUMMIT COSMETICS;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Melanie Eiblmeier;551384;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D01;Fairnet GmbH, Leipzig;SUMMIT COSMETICS;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Melanie Eiblmeier;551384;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D07;Fairnet GmbH, Leipzig;Cosphatec;1,00;Thekenschrank PURO COUNTER, weiß;Grafik;1388;;;;Möbel;Melanie Eiblmeier;551383;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D07;Fairnet GmbH, Leipzig;Cosphatec;1,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Melanie Eiblmeier;551383;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D07;Fairnet GmbH, Leipzig;Cosphatec;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Melanie Eiblmeier;551383;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D07;Fairnet GmbH, Leipzig;Cosphatec;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Melanie Eiblmeier;551383;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D07;Fairnet GmbH, Leipzig;Cosphatec;4,00;Stuhl HAY weiß;;1263;;;;Möbel;Melanie Eiblmeier;551383;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D07;Fairnet GmbH, Leipzig;Cosphatec;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Melanie Eiblmeier;551383;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D14;Fairnet GmbH, Leipzig;Surfachem;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Angelo Schmidbauer;551298;10.06.2026;18.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D14;Fairnet GmbH, Leipzig;Surfachem;1,00;Kühlschrank COOL M (140);weiß/grau;1100;;;;Möbel;Angelo Schmidbauer;551298;10.06.2026;18.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D14;Fairnet GmbH, Leipzig;Surfachem;1,00;Tischvitrine VITREO CAB 145;MR Grafik;1508;;;;Möbel;Angelo Schmidbauer;551298;10.06.2026;18.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D14;Fairnet GmbH, Leipzig;Surfachem;4,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Angelo Schmidbauer;551298;10.06.2026;18.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D14;Fairnet GmbH, Leipzig;Surfachem;4,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Angelo Schmidbauer;551298;10.06.2026;18.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;02;;D14;Fairnet GmbH, Leipzig;Surfachem;10,00;Stuhl VITA weiß;;1231;;;;Möbel;Angelo Schmidbauer;551298;10.06.2026;18.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A05;Fairnet GmbH, Leipzig;SAS TECHNATURE;1,00;Thekenschrank PURO COUNTER, weiß;Grafik;1388;;;;Möbel;Melanie Eiblmeier;551429;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A05;Fairnet GmbH, Leipzig;SAS TECHNATURE;1,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Melanie Eiblmeier;551429;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A05;Fairnet GmbH, Leipzig;SAS TECHNATURE;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Melanie Eiblmeier;551429;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A05;Fairnet GmbH, Leipzig;SAS TECHNATURE;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Melanie Eiblmeier;551429;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A05;Fairnet GmbH, Leipzig;SAS TECHNATURE;4,00;Stuhl HAY weiß;;1263;;;;Möbel;Melanie Eiblmeier;551429;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A05;Fairnet GmbH, Leipzig;SAS TECHNATURE;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Melanie Eiblmeier;551429;10.06.2026;27.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A07;Fairnet GmbH, Leipzig;Albaad;1,00;Thekenschrank PURO COUNTER, weiß;mit MR Grafik;1388;;;;Möbel;Melanie Eiblmeier;551531;10.06.2026;11.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A07;Fairnet GmbH, Leipzig;Albaad;1,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Melanie Eiblmeier;551531;10.06.2026;11.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A07;Fairnet GmbH, Leipzig;Albaad;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Melanie Eiblmeier;551531;10.06.2026;11.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A07;Fairnet GmbH, Leipzig;Albaad;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Melanie Eiblmeier;551531;10.06.2026;11.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;A07;Fairnet GmbH, Leipzig;Albaad;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Melanie Eiblmeier;551531;10.06.2026;11.12.2025;Julia Walch;Standbau
RETRO CLASSICS Stuttgart 2026;03;;A16;HARDI Automotive GmbH, Bösingen;;1,00;MUNICH 70x70 Platte weiß;chrom;2045;;;;Möbel;Sophia Kistler;551923;19.02.2026;15.01.2026;Sophia Kistler;Möbel
RETRO CLASSICS Stuttgart 2026;03;;A16;HARDI Automotive GmbH, Bösingen;;1,00;MUNICH 70x70 Tischgestell, chrom;;2043;;;;Möbel;Sophia Kistler;551923;19.02.2026;15.01.2026;Sophia Kistler;Möbel
RETRO CLASSICS Stuttgart 2026;03;;A16;HARDI Automotive GmbH, Bösingen;;4,00;Stuhl MUNICH blau;;1215;;;;Möbel;Sophia Kistler;551923;19.02.2026;15.01.2026;Sophia Kistler;Möbel
RETRO CLASSICS Stuttgart 2026;03;;A16;HARDI Automotive GmbH, Bösingen;;2,00;Sideboard DADO grau;;1384;;;;Möbel;Sophia Kistler;551923;19.02.2026;15.01.2026;Sophia Kistler;Möbel
Cosmetic Business 2026, MOC;03;;B10;Fairnet GmbH, Leipzig;BAV INSTITUT;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Melanie Eiblmeier;551393;10.06.2026;24.11.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;C11;Fairnet GmbH, Leipzig;Frike;1,00;Thekenschrank PURO COUNTER, weiß;mit MR Grafik;1388;;;;Möbel;Melanie Eiblmeier;551528;10.06.2026;04.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;C11;Fairnet GmbH, Leipzig;Frike;2,00;LEVANTE HIGH Fuß Höhe 110cm weiß;für Platte 60x60;2072;;;;Möbel;Melanie Eiblmeier;551528;10.06.2026;04.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;C11;Fairnet GmbH, Leipzig;Frike;1,00;LEVANTE 60x60 Platte weiß;für Stehtisch;2076;;;;Möbel;Melanie Eiblmeier;551528;10.06.2026;04.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;C11;Fairnet GmbH, Leipzig;Frike;3,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Melanie Eiblmeier;551528;10.06.2026;04.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;C11;Fairnet GmbH, Leipzig;Frike;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Melanie Eiblmeier;551528;10.06.2026;04.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;C11;Fairnet GmbH, Leipzig;Frike;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Melanie Eiblmeier;551528;10.06.2026;04.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;C11;Fairnet GmbH, Leipzig;Frike;4,00;Stuhl HAY weiß;;1263;;;;Möbel;Melanie Eiblmeier;551528;10.06.2026;04.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;C11;Fairnet GmbH, Leipzig;Frike;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Melanie Eiblmeier;551528;10.06.2026;04.12.2025;Julia Walch;Standbau
RETRO CLASSICS Stuttgart 2026;03;;C33;Auto Elect, Zeewolde;;1,00;Bartheke OCTA BAR;mit Schiebetüren;1283;;;;Möbel;Karin Stamm;552084;19.02.2026;19.01.2026;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;D01;Fairnet GmbH, Leipzig;Eurofins;1,00;Thekenschrank PURO COUNTER, weiß;Grafik;1388;;;;Möbel;Melanie Eiblmeier;551530;10.06.2026;04.12.2025;Julia Walch;Standbau
Cosmetic Business 2026, MOC;03;;D01;Fairnet GmbH, Leipzig;Eurofins;1,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Melanie Eiblmeier;551530;10.06.2026;04.12.2025;Julia Walch;Standbau
