Kunde/Lieferant;Kommission;Liefertermin (Möbel);Halle;Sektor;Standnummer;Artikel-Nr.;Liefermenge;Einheit;Kurztext;Langtext;zusatzinfo Lieferschein Position;Ansprechpartner Kunde;Verantwortlich intern;Lieferschein Nummer;Lieferschein Datum;Artikel Obergruppe;lieferschein Notiz;Messe;Art;Person/Zeichen;Kopfprojektnummer;Veranstaltungsbeginn;Veranstaltungsende;Abholtermin;Begründung Liefersperre;NICHT liefern;Uhrzeit Lieferung;Lieferort;Kontakt vor Ort
Spin Master International B.V., München;Furniture;22.01.2026;04A; 9;A40;1189;30,00;pcs;Papierkorb DUSTIN schwarz;Wastepaper DUSTIN black, Ø 30x42 cm;;Daniela Voegele;Florian Wider;633809;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 22.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Spin Master International B.V., München;Furniture;22.01.2026;04A; 9;A40;2098;2,00;x;PICO Korpus schwarz;PICO Korpus schwarz;;Daniela Voegele;Florian Wider;633809;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 22.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Spin Master International B.V., München;Furniture;22.01.2026;04A; 9;A40;2054;1,00;x;MUNICH 130x70 Platte weiß;MUNICH 130x70 Tischplatte weiß;für Gestell 130x70 chrom;Daniela Voegele;Florian Wider;633809;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 22.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Spin Master International B.V., München;Furniture;22.01.2026;04A; 9;A40;2086;1,00;x;MUNICH 160x70 Tischgestell, chrom;MUNICH 160x70 Tischgestell chrom;für Tischplatten 180x75cm (K3343);Daniela Voegele;Florian Wider;633809;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 22.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Spin Master International B.V., München;Furniture;22.01.2026;04A; 9;A40;1173;2,00;pcs;Schließfachschrank LOCKER grau;"Locker box light grey, decorative chipboard
4 lockers, 45x50x180";;Daniela Voegele;Florian Wider;633809;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 22.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Spin Master International B.V., München;Furniture;22.01.2026;04A; 9;A40;2057;22,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70cm rund weiß;Daniela Voegele;Florian Wider;633809;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 22.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
Spin Master International B.V., München;Furniture;22.01.2026;04A; 9;A40;1166;3,00;pcs;Lagerregal RACK alu;"Storage shelf RACK 5 shelves, aluminium
95x39x185 cm";;Daniela Voegele;Florian Wider;633809;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 22.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1189;1,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1214;8,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit Polster, Gestell
verchromt, BxTxH: 51x56x85cm, SH: 45cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1189;1,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2054;3,00;x;MUNICH 130x70 Platte weiß;MUNICH 130x70 Tischplatte weiß;für Gestell 130x70 chrom;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2052;3,00;x;MUNICH 130x70 Tischgestell, chrom;MUNICH 130x70 Tischgestell chrom;für Platte 130x70 weiß;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1274;2,00;Stück;Stuhl CLAP schwarz;"CLAP Klappstuhl schwarz, Kunststoff
BxTxH: 49x50x78cm, SH: 45cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2055;3,00;x;NINO/ENNO Sitztischgestell H75cm, chrom;"NINO/ENNO Sitztischgestell H 75cm
Chrom Ø: 8cm, Länge: 67cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2052;2,00;x;MUNICH 130x70 Tischgestell, chrom;MUNICH 130x70 Tischgestell chrom;für Platte 130x70 weiß;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1214;8,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit Polster, Gestell
verchromt, BxTxH: 51x56x85cm, SH: 45cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;für Platte 70x70 weiß;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1189;1,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1189;1,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2042;2,00;x;MUNICH 160x70 Platte weiß;MUNICH 160x70 Tischplatte weiß;für Gestell 160x70 chrom;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1092;1,00;Stück;Flaschenkühlschrank BOTTLE M;"BOTTLE M Flaschenkühlschrank, 180 l Inhalt 
230V, BxTxH: 60x60x85cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1181;2,00;Stück;Hängespiegel;Hängespiegel 65x65 cm;Stillgelegter Artikel, FAW lässt Spiegel auslagern, ND ;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1189;1,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1501;1,00;Stück;Schrankvitrine VERDI 50 Ganzglas;"VERDI 50 Schrankvitrine Ganzglas beleuchtet, 
verschließbar, Aluminium, Glas
BxTxH: 50x50x180cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1189;3,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1214;5,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit Polster, Gestell 
verchromt, BxTxH: 51x56x85cm, SH: 45cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1275;8,00;Stück;Stuhl CLAP weiß;"CLAP Klappstuhl weiß, Kunststoff
BxTxH: 49x50x78cm, SH: 45cm";Jan kauft die Stühle nach, Überbuchung abgesprochen, ND ;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1184;2,00;Stück;Müllsackständer TRASH;"TRASH Müllsackständer inkl. 5 Müllsäcke 
á 120 l, BxTxH: 40x75cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2052;1,00;x;MUNICH 130x70 Tischgestell, chrom;MUNICH 130x70 Tischgestell chrom;für Platte 130x70 weiß;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1080;1,00;Stück;Messeküche COOK;"COOK Messeküche 
140 l Kühlschrank, Spülbecken, Boiler
2-Platten-Herd, 230 V/5,5 kW
BxTxH: 90x60x90cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2042;1,00;x;MUNICH 160x70 Platte weiß;MUNICH 160x70 Tischplatte weiß;für Gestell 160x70 chrom;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1189;6,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1214;6,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit Polster, Gestell 
verchromt, BxTxH: 51x56x85cm, SH: 45cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1384;1,00;Stück;Sideboard DADO grau;"DADO Sideboard grau abschließbar, Spanplatte
BxTxH: 80x40x80cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1214;8,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit Polster, Gestell
verchromt, BxTxH: 51x56x85cm, SH: 45cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1384;2,00;Stück;Sideboard DADO grau;"DADO Sideboard grau abschließbar, Spanplatte
BxTxH: 80x40x80cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1094;1,00;Stück;Flaschenkühlschrank BOTTLE L;"BOTTLE L Flaschenkühlschrank Inhalt ca. 350 l, 
verschließbar, BxTxH: 60x60x159cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;für Gestell 70x70 chrom;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2055;2,00;x;NINO/ENNO Sitztischgestell H75cm, chrom;"NINO/ENNO Sitztischgestell H 75cm
Chrom Ø: 8cm, Länge: 67cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2055;2,00;x;NINO/ENNO Sitztischgestell H75cm, chrom;"NINO/ENNO Sitztischgestell H 75cm
Chrom Ø: 8cm, Länge: 67cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1214;12,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit Polster, Gestell 
verchromt, BxTxH: 51x56x85cm, SH: 45cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1189;1,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1173;3,00;Stück;Schließfachschrank LOCKER grau;"LOCKER Schließfachschrank grau, 4 Fächer 
abschließbar, Spanplatte, BxTxH: 45x50x180cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2054;1,00;x;MUNICH 130x70 Platte weiß;MUNICH 130x70 Tischplatte weiß;für Gestell 130x70 chrom;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1501;1,00;Stück;Schrankvitrine VERDI 50 Ganzglas;"VERDI 50 Schrankvitrine Ganzglas, beleuchtet 
verschließbar, Aluminium, Glas, 
BxTxH: 50x50x180cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1166;1,00;Stück;Lagerregal RACK alu;"RACK Lagerregal 5 Böden, Spanplatte Alu
BxTxH: 95x30x185cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;2064;1,00;x;ENNO 160x70 Platte weiß;ENNO 160x70 Tischplatte weiß;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1189;2,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1214;4,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit Polster, Gestell 
verchromt, BxTxH: 51x56x85cm, SH: 45cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1176;60,00;Stück;Kleiderbügel mit Steg;"Kleiderbügel mit Steg
- ohne Berechnung -";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1384;1,00;Stück;Sideboard DADO grau;"DADO Sideboard grau abschließbar, Spanplatte
BxTxH: 80x40x80cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1173;6,00;Stück;Schließfachschrank LOCKER grau;"LOCKER Schließfachschrank grau, 4 Fächer 
abschließbar, Spanplatte, BxTxH: 45x50x180cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1189;2,00;Stück;Papierkorb DUSTIN schwarz;DUSTIN Papierkorb schwarz, ØxH: 30x42cm;;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
AMIGO Spiel + Freizeit GmbH, Dietzenbach;;23.01.2026;10.1; ;C04;1214;4,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl anthrazit, Polster 
Gestell verchromt, BxTxH: 51x56x85cm, 
SH: 45cm";;Andreas Finke;Florian Wider;633810;15.01.2026;Möbel;Spielwarenmesse 2026, Nürnberg | Möbel | Termin 23.01.2026;Spielwarenmesse 2026, Nürnberg;Standardlieferschein;Sophia Kistler;03912;27.01.2026;31.01.2026;;;FALSCH;;;
